step,customer,age,gender,merchant,category,amount,fraud
67,C868096672,1,M,M348934600,es_transportation,43.35,0
145,C1807452084,3,F,M1823072687,es_transportation,11.21,0
99,C1929968596,2,F,M1823072687,es_transportation,38.99,0
48,C1359092613,4,F,M855959430,es_hyper,55.2,0
179,C102364766,2,F,M1823072687,es_transportation,7.49,0
143,C413242191,4,F,M1823072687,es_transportation,48.46,0
133,C576436654,6,F,M348934600,es_transportation,1.99,0
63,C1886620334,2,F,M348934600,es_transportation,3.05,0
155,C1423644375,2,M,M1823072687,es_transportation,13.81,0
66,C1255231772,2,F,M1053599405,es_health,134.68,0
119,C426128777,3,F,M1823072687,es_transportation,65.88,0
110,C813472343,4,M,M1823072687,es_transportation,39.13,0
139,C369566106,4,M,M348934600,es_transportation,23.58,0
50,C1808964355,1,F,M348934600,es_transportation,18.75,0
100,C1376957295,2,M,M1823072687,es_transportation,25.31,0
151,C2054233026,3,F,M1823072687,es_transportation,30.59,0
32,C1050807234,6,F,M348934600,es_transportation,11.76,0
164,C2068909690,2,F,M1823072687,es_transportation,32.04,0
35,C1503504810,1,F,M1823072687,es_transportation,11.91,0
125,C1642689499,2,F,M1823072687,es_transportation,14.43,0
107,C1957046981,5,F,M1823072687,es_transportation,1.48,0
40,C786249459,4,M,M1823072687,es_transportation,3.01,0
167,C1013313546,2,F,M1823072687,es_transportation,24.29,0
166,C1505370540,3,F,M1946091778,es_wellnessandbeauty,135.62,0
21,C1355357191,3,F,M348934600,es_transportation,11.34,0
9,C1854104284,2,F,M151143676,es_barsandrestaurants,18.68,0
120,C1098012335,3,M,M1823072687,es_transportation,35.63,0
91,C152830802,2,F,M1313686961,es_contents,91.97,0
125,C103240070,2,F,M480139044,es_health,339.22,1
90,C409331076,4,M,M348934600,es_transportation,45.64,0
125,C24198147,5,M,M1823072687,es_transportation,37.37,0
151,C813128680,2,M,M348934600,es_transportation,18.05,0
103,C383264569,1,F,M1823072687,es_transportation,5.04,0
156,C54550671,4,F,M1873032707,es_hotelservices,611.33,1
41,C744859144,2,M,M1823072687,es_transportation,54.35,0
39,C1965115675,3,F,M348934600,es_transportation,6.33,0
125,C564600361,2,M,M348934600,es_transportation,65.49,0
123,C1559091388,4,F,M348934600,es_transportation,8.55,0
147,C131296547,2,M,M1823072687,es_transportation,31.89,0
51,C438541016,1,M,M348934600,es_transportation,1.65,0
153,C2040640036,1,F,M1823072687,es_transportation,1.52,0
88,C1216919532,4,M,M855959430,es_hyper,23.24,0
30,C1873506157,1,M,M151143676,es_barsandrestaurants,11.68,0
18,C1530157952,2,F,M348934600,es_transportation,63.12,0
129,C978637475,2,F,M1823072687,es_transportation,29.19,0
85,C797980818,3,M,M1823072687,es_transportation,9.2,0
178,C1141481813,5,M,M1823072687,es_transportation,73.97,0
59,C39858251,5,F,M1823072687,es_transportation,28.18,0
4,C296630818,3,M,M348934600,es_transportation,23.4,0
69,C374053775,3,M,M1823072687,es_transportation,11.5,0
78,C82079505,2,M,M1823072687,es_transportation,3.75,0
148,C1582152156,5,M,M1823072687,es_transportation,33.02,0
146,C530747890,4,F,M348934600,es_transportation,48.41,0
135,C535324444,2,M,M78078399,es_wellnessandbeauty,32.6,0
65,C638838388,2,F,M1823072687,es_transportation,23.27,0
26,C860156566,2,M,M348934600,es_transportation,52.19,0
148,C1049957303,4,F,M348934600,es_transportation,33.84,0
167,C755615643,3,F,M1823072687,es_transportation,13.6,0
174,C1255221015,3,F,M17379832,es_sportsandtoys,258.16,0
75,C1980302296,1,F,M348934600,es_transportation,59.21,0
113,C1806256044,3,M,M348934600,es_transportation,6.87,0
166,C1278181986,2,F,M348934600,es_transportation,15.13,0
58,C131296547,2,M,M348934600,es_transportation,32.37,0
1,C1731249040,1,F,M348934600,es_transportation,46.96,0
99,C1113166893,5,F,M1823072687,es_transportation,22.86,0
29,C2007253908,2,M,M1823072687,es_transportation,17.21,0
72,C1289081546,4,F,M85975013,es_food,41.15,0
92,C1038722314,4,M,M348934600,es_transportation,15.45,0
82,C620551378,2,F,M348934600,es_transportation,13.77,0
165,C1963617384,2,F,M1823072687,es_transportation,7.44,0
124,C1784755412,3,F,M1823072687,es_transportation,47.0,0
159,C386332652,2,M,M1823072687,es_transportation,47.68,0
142,C592765908,2,F,M348934600,es_transportation,11.55,0
158,C723509264,4,F,M2011752106,es_hotelservices,856.02,1
120,C181111540,2,F,M1823072687,es_transportation,51.9,0
23,C296571542,2,F,M151143676,es_barsandrestaurants,41.45,0
157,C1351458855,3,F,M1823072687,es_transportation,42.58,0
158,C1721990514,5,M,M348934600,es_transportation,5.69,0
57,C395508103,2,F,M1823072687,es_transportation,18.72,0
127,C832611882,3,M,M1823072687,es_transportation,25.24,0
18,C928481238,2,M,M348934600,es_transportation,12.84,0
157,C2021849962,4,F,M85975013,es_food,92.01,0
178,C1158646143,3,M,M348934600,es_transportation,41.43,0
148,C59713083,4,M,M1823072687,es_transportation,34.0,0
95,C431496464,2,M,M348934600,es_transportation,61.52,0
124,C1690793519,2,F,M1823072687,es_transportation,48.67,0
62,C1467731939,3,M,M1823072687,es_transportation,26.64,0
126,C476477241,4,M,M85975013,es_food,47.3,0
137,C1871220408,2,M,M348934600,es_transportation,15.9,0
59,C1454671890,5,F,M348934600,es_transportation,54.78,0
40,C1410823375,2,M,M348934600,es_transportation,7.15,0
70,C1155259690,2,F,M348934600,es_transportation,25.43,0
57,C2140473917,3,F,M348934600,es_transportation,36.12,0
36,C1102156492,4,M,M348934600,es_transportation,23.36,0
101,C1505467955,3,F,M1823072687,es_transportation,23.91,0
9,C2112563194,2,F,M348934600,es_transportation,63.19,0
140,C1855266571,2,M,M1823072687,es_transportation,3.59,0
155,C281893917,3,M,M1913465890,es_health,136.82,0
172,C322786133,1,M,M348934600,es_transportation,39.83,0
131,C2125787399,4,F,M1823072687,es_transportation,4.88,0
122,C35785606,2,F,M855959430,es_hyper,80.95,0
176,C1792734476,1,F,M1823072687,es_transportation,8.49,0
8,C1303695653,2,M,M1823072687,es_transportation,11.95,0
144,C915739806,4,M,M348934600,es_transportation,25.35,0
54,C836959718,3,M,M348934600,es_transportation,43.87,0
56,C899204870,3,M,M1649169323,es_sportsandtoys,109.95,0
112,C1526175877,1,F,M1823072687,es_transportation,0.35,0
129,C1953142190,2,M,M1823072687,es_transportation,59.32,0
75,C170002529,2,F,M348934600,es_transportation,3.43,0
169,C682814633,2,F,M1823072687,es_transportation,41.53,0
125,C1640022626,6,M,M1823072687,es_transportation,5.46,0
76,C1549367339,4,F,M1823072687,es_transportation,41.11,0
137,C777438443,5,F,M1600850729,es_fashion,136.16,0
18,C550190826,3,F,M348934600,es_transportation,27.82,0
0,C2016997607,2,M,M348934600,es_transportation,16.43,0
164,C1637529334,2,M,M1823072687,es_transportation,20.67,0
103,C2088631865,3,F,M85975013,es_food,7.56,0
154,C447509116,3,M,M348934600,es_transportation,59.48,0
171,C1524407626,1,M,M1823072687,es_transportation,45.28,0
45,C1882920635,2,M,M348934600,es_transportation,37.96,0
147,C519449235,2,F,M1823072687,es_transportation,27.01,0
130,C1893177739,3,M,M1823072687,es_transportation,10.08,0
0,C2038979642,3,F,M1823072687,es_transportation,32.86,0
151,C1236489588,2,F,M1823072687,es_transportation,71.74,0
139,C106397937,5,M,M1823072687,es_transportation,21.56,0
74,C950325755,2,F,M1823072687,es_transportation,46.99,0
153,C442850319,1,M,M1823072687,es_transportation,0.89,0
43,C381528901,5,M,M348934600,es_transportation,49.69,0
89,C207576555,3,F,M1823072687,es_transportation,51.63,0
53,C1456851744,2,M,M1823072687,es_transportation,25.03,0
151,C44197733,2,M,M85975013,es_food,31.56,0
43,C725094717,3,F,M348934600,es_transportation,3.43,0
19,C1153569753,4,F,M348934600,es_transportation,15.13,0
23,C1760492708,1,F,M1823072687,es_transportation,37.22,0
95,C1535613790,3,M,M1823072687,es_transportation,27.87,0
18,C486343841,3,M,M1053599405,es_health,177.8,0
35,C1084001812,2,M,M1823072687,es_transportation,27.13,0
83,C626467543,4,F,M1535107174,es_wellnessandbeauty,115.67,0
94,C1587738251,3,F,M348934600,es_transportation,20.14,0
110,C1035681921,1,M,M1823072687,es_transportation,34.01,0
154,C30024621,2,F,M348934600,es_transportation,6.81,0
135,C2073207955,3,M,M348934600,es_transportation,19.7,0
163,C2094120486,2,M,M151143676,es_barsandrestaurants,16.69,0
148,C1816813783,5,F,M1823072687,es_transportation,42.9,0
131,C1177478758,2,F,M1823072687,es_transportation,19.09,0
128,C1560259762,3,F,M1823072687,es_transportation,7.13,0
76,C936786093,5,F,M1823072687,es_transportation,29.62,0
53,C896887653,3,M,M348934600,es_transportation,4.25,0
113,C413242191,4,F,M1823072687,es_transportation,34.82,0
158,C967790734,4,F,M1823072687,es_transportation,34.74,0
68,C447373253,4,M,M348934600,es_transportation,22.05,0
50,C512338137,3,M,M348934600,es_transportation,12.92,0
25,C1276892406,4,M,M348934600,es_transportation,18.24,0
91,C1699102063,4,M,M1823072687,es_transportation,15.64,0
70,C1648543319,3,F,M1823072687,es_transportation,19.84,0
83,C509546455,2,M,M348934600,es_transportation,69.76,0
41,C851731350,4,M,M1823072687,es_transportation,25.96,0
16,C1039035065,5,F,M85975013,es_food,33.58,0
59,C823678601,2,F,M348934600,es_transportation,0.55,0
161,C108266856,3,F,M1823072687,es_transportation,23.83,0
95,C1038329920,1,F,M1823072687,es_transportation,0.21,0
174,C572958608,2,M,M1823072687,es_transportation,7.99,0
142,C1087747329,2,M,M45060432,es_hotelservices,112.89,0
58,C873821675,4,M,M348934600,es_transportation,9.6,0
48,C276623362,4,M,M1823072687,es_transportation,54.02,0
124,C1020355960,2,F,M1823072687,es_transportation,15.61,0
10,C1035666255,2,M,M348934600,es_transportation,26.4,0
120,C233539413,2,F,M348934600,es_transportation,39.54,0
128,C986553990,5,F,M1823072687,es_transportation,34.68,0
66,C1539370210,3,M,M1823072687,es_transportation,19.64,0
28,C2128589842,3,F,M1946091778,es_wellnessandbeauty,27.7,0
76,C805014659,3,M,M348934600,es_transportation,12.14,0
62,C373567366,4,F,M1823072687,es_transportation,58.01,0
72,C1148364854,5,F,M1823072687,es_transportation,5.69,0
0,C2021849962,4,F,M348934600,es_transportation,10.46,0
149,C2013867948,3,M,M209847108,es_wellnessandbeauty,26.24,0
48,C317314063,2,M,M348934600,es_transportation,43.1,0
130,C809674942,2,M,M348934600,es_transportation,14.47,0
174,C550190826,3,F,M348934600,es_transportation,43.47,0
137,C2125297333,2,F,M85975013,es_food,20.13,0
9,C1809104609,1,F,M1823072687,es_transportation,33.71,0
129,C318818410,2,M,M1823072687,es_transportation,38.01,0
27,C1226947303,2,F,M348934600,es_transportation,11.66,0
171,C2084267589,3,F,M1313686961,es_contents,4.86,0
98,C2044438336,2,M,M348934600,es_transportation,13.43,0
178,C1453715655,1,F,M348934600,es_transportation,20.27,0
142,C95082443,2,M,M348934600,es_transportation,18.51,0
132,C1139909458,3,F,M1823072687,es_transportation,13.22,0
162,C466569235,4,M,M209847108,es_wellnessandbeauty,26.27,0
133,C1342037956,5,F,M1823072687,es_transportation,42.79,0
1,C339931011,4,M,M1823072687,es_transportation,7.93,0
112,C968150727,2,F,M1823072687,es_transportation,28.09,0
33,C1899061870,3,F,M348934600,es_transportation,18.54,0
48,C194016923,3,F,M348934600,es_transportation,57.54,0
103,C1769470125,2,F,M1823072687,es_transportation,36.79,0
119,C805014659,3,M,M1823072687,es_transportation,9.91,0
67,C2044183803,3,M,M1823072687,es_transportation,14.77,0
129,C506520283,4,F,M348934600,es_transportation,52.86,0
90,C1059534096,3,M,M348934600,es_transportation,19.89,0
9,C259132706,6,F,M348934600,es_transportation,43.83,0
129,C725094717,3,F,M348934600,es_transportation,46.57,0
33,C12662072,4,F,M1823072687,es_transportation,12.54,0
82,C1354917220,2,M,M1823072687,es_transportation,23.02,0
8,C651594350,3,M,M348934600,es_transportation,11.14,0
35,C1527362143,6,M,M348934600,es_transportation,51.56,0
30,C1823983599,2,F,M151143676,es_barsandrestaurants,13.97,0
92,C1511497789,1,F,M348934600,es_transportation,11.4,0
165,C469822988,2,F,M1823072687,es_transportation,28.88,0
47,C606355103,4,F,M348934600,es_transportation,7.3,0
12,C980876590,2,F,M348934600,es_transportation,16.06,0
93,C858160484,0,M,M348934600,es_transportation,14.12,0
61,C1101633489,1,F,M348934600,es_transportation,23.92,0
11,C362654279,2,F,M348934600,es_transportation,6.61,0
155,C1897705669,2,M,M1823072687,es_transportation,19.48,0
62,C1899001756,2,M,M1649169323,es_sportsandtoys,25.85,0
152,C53785803,3,M,M1823072687,es_transportation,38.81,0
145,C1437990673,2,F,M1823072687,es_transportation,27.91,0
64,C799349963,3,M,M348934600,es_transportation,18.11,0
133,C1476505660,1,F,M1823072687,es_transportation,11.31,0
73,C116665031,2,F,M348934600,es_transportation,1.52,0
112,C465037281,4,F,M348934600,es_transportation,43.37,0
165,C150523972,6,M,M1823072687,es_transportation,2.69,0
140,C804094956,4,M,M1823072687,es_transportation,28.01,0
150,C1511148959,4,F,M1823072687,es_transportation,44.04,0
67,C150523972,6,M,M1823072687,es_transportation,53.9,0
144,C1147973334,2,F,M1600850729,es_fashion,81.49,0
159,C2110568911,2,F,M1352454843,es_hotelservices,70.33,0
134,C1867965524,4,M,M1823072687,es_transportation,32.49,0
62,C1321650743,3,M,M348934600,es_transportation,40.18,0
142,C245117318,3,F,M1888755466,es_otherservices,528.53,1
12,C1100053869,2,M,M348934600,es_transportation,27.51,0
70,C168310052,2,M,M1823072687,es_transportation,13.28,0
76,C513710252,6,M,M1823072687,es_transportation,44.0,0
111,C1885919902,3,F,M1823072687,es_transportation,44.74,0
109,C1368210201,2,F,M1823072687,es_transportation,52.03,0
53,C464042268,6,F,M1823072687,es_transportation,35.09,0
88,C1045324088,2,F,M855959430,es_hyper,21.73,0
63,C480951921,5,M,M1823072687,es_transportation,8.34,0
150,C495124555,3,F,M348934600,es_transportation,52.64,0
104,C1424007721,4,F,M1823072687,es_transportation,40.1,0
37,C809674942,2,M,M1823072687,es_transportation,12.36,0
38,C1846080029,1,M,M1823072687,es_transportation,1.62,0
60,C872112161,2,M,M1823072687,es_transportation,38.84,0
159,C1122213892,2,M,M209847108,es_wellnessandbeauty,41.17,0
49,C1663056729,3,F,M348934600,es_transportation,3.77,0
75,C1992960127,3,F,M1823072687,es_transportation,51.57,0
74,C1656440641,2,M,M1823072687,es_transportation,4.71,0
131,C1095821033,4,F,M1823072687,es_transportation,9.66,0
75,C2044070952,2,F,M1053599405,es_health,3.87,0
97,C132392875,4,M,M1823072687,es_transportation,47.08,0
106,C2061535111,4,M,M1823072687,es_transportation,1.03,0
134,C718962269,3,F,M1823072687,es_transportation,25.55,0
47,C1968779147,5,M,M855959430,es_hyper,7.93,0
67,C2023751717,2,M,M1823072687,es_transportation,1.67,0
40,C1407767965,3,F,M1823072687,es_transportation,10.82,0
71,C129386345,3,M,M1823072687,es_transportation,22.24,0
99,C1491288577,1,M,M97925176,es_wellnessandbeauty,25.42,0
63,C2704357,4,F,M348934600,es_transportation,8.32,0
38,C2041218422,3,M,M348934600,es_transportation,35.6,0
175,C1377339988,2,M,M348934600,es_transportation,35.65,0
59,C176392439,2,M,M348934600,es_transportation,76.62,0
177,C1923131377,2,F,M348934600,es_transportation,22.51,0
142,C974315171,3,M,M1823072687,es_transportation,59.99,0
101,C1557689947,1,F,M1823072687,es_transportation,4.79,0
126,C1275053057,1,F,M1823072687,es_transportation,17.26,0
27,C1530098029,3,F,M1823072687,es_transportation,19.73,0
132,C1135201785,4,M,M85975013,es_food,22.88,0
20,C1828345671,4,M,M1823072687,es_transportation,41.35,0
158,C1467731939,3,M,M1823072687,es_transportation,59.01,0
121,C1080719046,3,M,M1823072687,es_transportation,33.72,0
107,C1761432742,2,F,M348934600,es_transportation,19.61,0
81,C866263389,3,M,M348934600,es_transportation,0.1,0
56,C1177478758,2,F,M1823072687,es_transportation,25.33,0
173,C775101977,3,M,M78078399,es_wellnessandbeauty,121.58,0
66,C1641760998,5,F,M348934600,es_transportation,36.61,0
76,C1423644375,2,M,M348934600,es_transportation,43.67,0
75,C2039473569,2,M,M1823072687,es_transportation,35.32,0
82,C1629693561,4,M,M1823072687,es_transportation,36.33,0
135,C1953872129,2,M,M1823072687,es_transportation,41.44,0
92,C617179674,6,F,M348934600,es_transportation,27.01,0
46,C845102514,4,M,M1823072687,es_transportation,17.05,0
179,C1289219178,4,M,M1823072687,es_transportation,37.65,0
9,C1977058282,2,F,M348934600,es_transportation,15.06,0
114,C2016264883,1,M,M1823072687,es_transportation,12.21,0
87,C1870640785,4,M,M1823072687,es_transportation,33.26,0
59,C901400531,2,F,M1823072687,es_transportation,2.11,0
40,C1130847219,4,M,M348934600,es_transportation,15.41,0
76,C1336232196,3,F,M348934600,es_transportation,3.18,0
104,C817389751,5,F,M1823072687,es_transportation,13.73,0
105,C1376617526,3,F,M348934600,es_transportation,15.54,0
64,C99594781,2,F,M1823072687,es_transportation,47.69,0
32,C322786133,1,M,M348934600,es_transportation,14.15,0
98,C1646298550,2,F,M1823072687,es_transportation,49.58,0
178,C1405664150,4,M,M1053599405,es_health,229.74,0
139,C1558803570,3,F,M1823072687,es_transportation,53.17,0
151,C1929968596,2,F,M1823072687,es_transportation,0.41,0
167,C1818021493,2,F,M348934600,es_transportation,23.3,0
107,C1750362802,5,M,M1823072687,es_transportation,25.14,0
133,C236106052,1,M,M85975013,es_food,8.79,0
43,C841616397,2,M,M1823072687,es_transportation,26.63,0
133,C1832119955,4,F,M348934600,es_transportation,38.93,0
22,C1954474578,2,M,M348934600,es_transportation,21.14,0
106,C1551465414,1,M,M348934600,es_transportation,39.83,0
105,C44151986,1,F,M348934600,es_transportation,4.21,0
51,C1783773775,2,M,M1823072687,es_transportation,1.09,0
98,C183270065,0,F,M151143676,es_barsandrestaurants,9.71,0
86,C1409858085,2,F,M1823072687,es_transportation,0.28,0
42,C1713848243,2,F,M348934600,es_transportation,16.29,0
81,C1779394537,4,F,M1823072687,es_transportation,9.28,0
154,C573965612,4,F,M1823072687,es_transportation,5.89,0
176,C1509603467,1,M,M348934600,es_transportation,41.77,0
26,C11668910,2,F,M923029380,es_home,146.89,0
161,C820456300,3,M,M1823072687,es_transportation,53.0,0
126,C662948645,6,F,M1823072687,es_transportation,14.07,0
175,C660690290,5,F,M1823072687,es_transportation,27.99,0
173,C886658445,4,F,M1823072687,es_transportation,52.94,0
103,C193297871,4,F,M1823072687,es_transportation,45.96,0
69,C656031620,2,F,M1823072687,es_transportation,38.14,0
78,C1771717627,2,F,M1823072687,es_transportation,32.12,0
108,C1236509536,4,F,M1823072687,es_transportation,10.04,0
109,C413242191,4,F,M1946091778,es_wellnessandbeauty,8.0,0
59,C1181615831,3,M,M1823072687,es_transportation,54.54,0
22,C1768220463,4,M,M348934600,es_transportation,3.9,0
129,C1963249369,4,F,M1823072687,es_transportation,23.41,0
107,C200511130,2,M,M85975013,es_food,48.11,0
15,C1279143519,5,F,M1600850729,es_fashion,45.08,0
73,C1881279773,4,F,M1823072687,es_transportation,2.59,0
160,C571527976,4,F,M1823072687,es_transportation,22.81,0
165,C778028540,2,F,M1823072687,es_transportation,48.15,0
162,C1992803690,2,F,M855959430,es_hyper,97.56,0
16,C1051682954,2,F,M151143676,es_barsandrestaurants,40.44,0
169,C896659218,4,F,M151143676,es_barsandrestaurants,99.08,1
117,C1419235351,4,M,M1823072687,es_transportation,0.77,0
